year,month,day,tow,lon,lat,start,comment,male,female,total_crabs,Atlantic_cod,American_plaice,Yellowtail_flounder,winter_flounder,thorny_skate,smooth_skate,longhorn_sculpin,sea_potato,Hyas_coarctatus,female_percentage,Simpson_index
2019,2019,24,GP294F,-61.4398,46.20392,17:21:06,Stable ~ 2.2 kts,13,0,13,49,10,1,112,0,0,8,0,3,0,0.6020408163265306
2019,2019,24,GP301F,-61.3484,46.30178,18:29:14,Stable ~ 2.2 kts,46,31,77,8,7,1,2,0,0,1,0,2,0.4025974025974026,0.3698458975426906
2019,2019,25,GP340F,-60.7477,47.05418,07:14:51,Stable ~ 2.2 kts,43,0,43,0,63,0,0,11,2,0,0,0,0,0.5803262481463174
2019,2019,25,GP317F,-61.0522,47.10832,10:13:21,Stable ~ 2.2 kts,41,200,241,14,263,0,0,1,0,0,0,0,0.8298755186721992,0.5268542959077225
2019,2019,25,GP311F,-61.1122,47.16655,11:36:00,Stable ~ 2.2 kts,31,116,147,94,346,5,0,0,0,0,0,1,0.7891156462585034,0.5729065062036292
2019,2019,25,GP339F,-60.7582,47.15142,14:55:34,Stable ~ 2.2 kts,21,0,21,2,57,0,0,8,1,0,0,0,0,0.525438707233935
2019,2019,25,GP329F,-60.9176,47.17207,16:04:51,Accroche et force ~ 2.2 kts,23,31,54,1,18,0,0,1,0,0,1,13,0.5740740740740741,0.559400826446281
2020,2020,13,GP354F,-60.3891,47.38342,NA,Stable ~ 2.2 kts,5,0,5,34,14,0,0,1,0,0,0,5,0,0.596954898017811
2020,2020,13,GP351F,-60.4598,47.43172,NA,Stable ~ 2.2 kts,90,12,102,3,129,0,0,3,2,0,0,3,0.11764705882352941,0.5376681920633837
2020,2020,13,GP353F,-60.4023,47.52274,NA,Force a cause de vase ~ 2.1 kts,1,0,1,0,2,0,0,2,0,0,0,0,0,0.6399999999999999
2020,2020,13,GP352F,-60.4383,47.55623,NA,Stable ~ 2.2 kts,154,0,154,0,0,0,0,9,10,0,0,0,0,0.2015436533128404
2020,2020,13,GP350F,-60.4816,47.50993,NA,Stable ~ 2.2 kts,17,0,17,7,709,0,0,35,2,0,0,0,0,0.14952268510710065
2020,2020,13,GP346F,-60.6085,47.47949,NA,Stable ~ 2.2 kts,18,90,108,0,108,0,0,0,0,0,0,2,0.8333333333333334,0.5090480599276155
2020,2020,13,GP342F,-60.6951,47.5666,NA,Stable ~ 2.2 kts,202,13,215,0,79,0,0,0,0,0,0,21,0.06046511627906977,0.4667976820357772
2020,2020,13,GP334F,-60.848,47.5567,NA,Stable ~ 2.2 kts,19,7,26,1,18,1,0,0,0,0,0,5,0.2692307692307692,0.6051518646674356
2020,2020,15,GP323F,-61.0043,47.62734,NA,Stable ~ 2.1 kts,71,1,72,11,11,0,0,0,0,9,0,10,0.013888888888888888,0.5608896546323127
2020,2020,16,GP325F,-60.953,47.78161,NA,Stable ~ 2.1 kts,288,24,312,0,62,0,0,0,0,0,0,16,0.07692307692307693,0.3330440499671268
2020,2020,16,GP335F,-60.8334,47.76923,NA,Stable ~ 2.1 kts,17,123,140,1,113,0,0,0,0,0,0,3,0.8785714285714286,0.5097730472830777
2020,2020,16,GP344F,-60.6772,47.74388,NA,Accroche et force ~ 2.1 kts,12,6,18,16,48,0,0,4,0,0,0,3,0.3333333333333333,0.6327483903547533
2020,2020,16,GP341F,-60.6975,47.81416,NA,Stable ~ 2.1 kts,41,0,41,0,0,0,0,11,6,0,0,0,0,0.45362663495838296
2020,2020,16,GP331F,-60.8997,47.83208,NA,Stable ~ 2.1 kts,31,137,168,3,119,0,0,2,0,0,0,6,0.8154761904761905,0.5221611639115356
2020,2020,16,GP326F,-60.9773,47.821040000000004,NA,Stable ~ 2.2 kts,139,51,190,0,78,0,0,0,0,0,0,4,0.26842105263157895,0.4296064013840831
2020,2020,16,GP315F,-61.0874,47.84505,NA,Accroche et force ~ 2.2 kts,2,0,2,1,0,0,0,0,0,0,31,4,0,0.3199445983379502
2020,2020,16,GP324F,-60.964,47.91501,NA,Stable ~ 2.2 kts,13,47,60,4,138,0,0,1,0,0,0,3,0.7833333333333333,0.4657837684984447
2020,2020,16,GP313F,-61.1034,47.96804,NA,Stable ~ 2.2 kts,40,89,129,1,53,0,0,0,0,1,0,2,0.689922480620155,0.4376228465718579
2020,2020,16,GP320F,-61.0136,48.03339,NA,Stable ~ 2.2 kts,32,1,33,0,0,0,0,0,6,0,0,0,0.030303030303030304,0.2603550295857988
2020,2020,16,GP312F,-61.1097,48.07849,NA,Force a cause de vase ~ 2.2 kts,0,0,0,0,1,0,0,1,4,0,0,0,NA,0.5
2020,2020,16,GP316F,-61.2409,48.19557,NA,Force a cause de vase ~ 2.1 kts,0,0,0,0,0,0,0,0,0,0,0,0,NA,1
2020,2020,16,GP295F,-61.4039,48.09405,NA,Stable ~ 2.1 kts,38,11,49,8,38,0,0,3,0,0,0,2,0.22448979591836735,0.6078
2020,2020,17,GP293F,-61.427,48.22076,NA,Force a cause de vase ~ 2.2 kts,1,0,1,0,0,0,0,0,1,0,0,0,0,0.5
2020,2020,17,GP282F,-61.606,48.22446,NA,Force a cause de vase ~ 2.2 kts,0,1,1,0,0,0,0,3,2,0,0,0,1,0.6111111111111112
2020,2020,17,GP273F,-61.7068,48.11378,NA,Stable ~ 2.2 kts,224,30,254,7,44,0,0,0,0,0,0,3,0.11811023622047244,0.29889104402091415
2020,2020,17,GP269F,-61.7842,48.28377,NA,Force a cause de vase ~ 2.2 kts,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2020,2020,17,GP260F,-61.8835,48.23476,NA,Force a cause de vase ~ 2.1 kts,10,0,10,0,18,0,0,9,7,0,0,0,0,0.7138429752066116
2020,2020,17,GP251F,-61.9518,48.2492,NA,Force ~ 2.2 kts,0,0,0,0,1,0,0,6,7,0,0,0,NA,0.5612244897959184
2020,2020,17,GP250F,-61.9407,48.28762,NA,Force a cause de vase ~ 2.2 kts,1,0,1,0,1,0,0,10,0,0,0,0,0,0.29166666666666663
2020,2020,17,GP235F,-62.1117,48.40299,NA,Force a cause de vase ~ 2.2 kts,1,0,1,0,0,0,0,1,1,0,0,0,0,0.6666666666666667
2020,2020,17,GP237F,-62.1084,48.36001,NA,Force ~ 2.2 kts,0,0,0,0,1,0,0,0,0,0,0,0,NA,0
2020,2020,17,GP208F,-62.3777,48.26785,NA,Stable ~ 2.2 kts,14,7,21,4,24,0,0,0,0,0,0,8,0.3333333333333333,0.6623576485072331
2020,2020,18,GP120F,-63.2434,48.91078,NA,Force a cause de vase ~ 2.2 kts,1,0,1,0,0,0,0,2,0,0,0,0,0,0.4444444444444444
2020,2020,18,GP098F,-63.4243,48.93282,NA,Force a cause de vase ~ 2.2 kts,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,2020,18,GP081FR,-63.5934,48.89923,NA,Stable ~ 2.2 kts,0,0,0,0,0,0,0,2,1,0,0,0,NA,0.4444444444444444
2020,2020,18,GP072A1,-63.669,48.73963,NA,Accroche et force ~ 2.2 kts,0,2,2,28,0,0,0,1,1,0,0,0,1,0.228515625
2020,2020,18,GP085F,-63.5538,48.83465,NA,Force a cause de vase ~ 2.2 kts,0,0,0,0,5,0,0,8,3,0,0,0,NA,0.6171875
2020,2020,18,GP109F,-63.3491,48.83896,NA,Force a cause de vase ~ 2.2 kts,0,0,0,0,0,0,0,0,0,0,0,0,NA,1
2020,2020,18,GP122F,-63.2707,48.75381,NA,Stable ~ 2.2 kts,2,1,3,0,0,0,0,1,0,0,0,0,0.3333333333333333,0.375
2020,2020,19,GP121F,-63.2382,48.66839,NA,Force a cause de vase ~ 2.2 kts,0,4,4,0,7,0,0,2,3,0,0,1,1,0.726643598615917
2020,2020,19,GP142F,-63.107,48.71456,NA,Force a cause de vase ~ 2.2 kts,0,0,0,0,0,0,0,0,0,0,0,0,NA,1
2020,2020,19,GP156F,-62.9307,48.59182,NA,Force a cause de vase ~ 2.1 kts,0,0,0,0,1,0,0,1,0,0,0,0,NA,0.5
2020,2020,19,GP134F,-63.1471,48.56482,NA,Stable ~ 2.2 kts,9,10,19,0,12,0,0,1,6,0,0,0,0.5263157894736842,0.6246537396121884
2020,2020,19,GP139F,-63.1371,48.55024,NA,Force ~ 2.2 kts,6,2,8,0,11,0,0,8,4,0,0,0,0.25,0.7242455775234131
2020,2020,19,GP115F,-63.3033,48.44001,NA,Accroche et force ~ 2.2 kts,64,36,100,167,72,0,0,7,0,0,0,0,0.36,0.6397975207992248
2020,2020,19,GP130F,-63.1718,48.30887,NA,Stable ~ 2.2 kts,6,0,6,18,3,0,0,0,0,0,356,110,0,0.4272554094030421
2020,2020,19,GP152F,-62.9781,48.31124,NA,Stable ~ 2.2 kts,82,108,190,0,111,0,0,1,0,0,0,2,0.5684210526315789,0.47599982686980613
2020,2020,19,GP138F,-62.9629,48.38669,NA,Stable ~ 2.2 kts,31,13,44,1,107,0,0,3,0,0,0,9,0.29545454545454547,0.49895895300416415
2020,2020,19,GP166F,-62.8464,48.4164,NA,Stable ~ 2.1 kts,1,0,1,9,88,0,0,52,7,0,0,0,0,0.570814231814678
2020,2020,19,GP187F,-62.6356,48.44585,NA,Force a cause de vase ~ 2.1 kts,0,0,0,0,0,0,0,2,0,0,0,0,NA,0
2020,2020,20,GP203F,-62.4404,48.35985,NA,Force a cause de vase ~ 2.2 kts,2,1,3,1,27,0,0,21,7,0,0,0,0.3333333333333333,0.6469405343292158
2020,2020,20,GP181F,-62.6751,48.30833,NA,Force ~ 2.1 kts,11,5,16,1,10,0,0,1,0,0,1,0,0.3125,0.573127229488704
2020,2020,20,GP165A1,-62.9147,48.31736,NA,Force ~ 2.1 kts,24,11,35,2,28,0,0,1,0,2,0,0,0.3142857142857143,0.5635813148788928
2020,2020,20,GP153F,-62.9684,48.20973,NA,Stable ~ 2.2 kts,40,58,98,0,40,0,0,0,0,0,0,5,0.5918367346938775,0.45087779353513624
2020,2020,20,GP169F,-62.848,48.17887,NA,Stable ~ 2.2 kts,48,41,89,0,48,0,0,0,0,0,0,1,0.4606741573033708,0.46303297626549045
2020,2020,20,GP180F,-62.6854,48.18836,NA,Stable ~ 2.1 kts,12,32,44,0,54,0,0,7,0,0,0,2,0.7272727272727273,0.5715783037819897
2020,2020,20,GP185F,-62.6639,48.14403,NA,Stable ~ 2.2 kts,51,9,60,0,100,0,0,4,0,0,0,0,0.15,0.49375371802498513
2020,2020,20,GP201F,-62.5406,48.1734,NA,Stable ~ 2.2 kts,27,14,41,0,29,0,0,0,0,0,0,4,0.34146341463414637,0.5365230094959825
2020,2020,20,GP207F,-62.2947,48.1489,NA,Stable ~ 2.2 kts,34,35,69,0,59,0,0,0,0,0,0,1,0.5072463768115942,0.5046571720449493
2020,2020,20,GP227F,-62.2104,48.1814,NA,Stable ~ 2.2 kts,18,2,20,0,27,0,0,2,0,0,0,1,0.1,0.5464
2020,2020,20,GP230F,-62.182,48.13862,NA,Stable ~ 2.2 kts,26,9,35,0,29,0,0,0,0,0,0,5,0.2571428571428571,0.5608065532451165
2020,2020,21,GP217F,-62.3767,48.07812,NA,Stable ~ 2.1 kts,49,39,88,0,63,0,0,0,0,0,0,2,0.4431818181818182,0.49946601734375673
2020,2020,21,GP200F,-62.5031,48.06507,NA,Stable ~ 2.1 kts,25,10,35,0,42,10,0,0,0,1,0,1,0.2857142857142857,0.6097714934982956
2020,2020,21,GP218F,-62.3675,48.03358,NA,Stable ~ 2.1 kts,77,142,219,0,31,0,0,0,0,0,0,15,0.6484018264840182,0.30014951940192236
2020,2020,21,GP236F,-62.2583,47.96315,NA,Accroche et force ~ 2.2 kts,35,72,107,0,29,0,0,0,0,0,0,3,0.6728971962616822,0.3634387454065525
2020,2020,21,GP243F,-62.0081,48.01161,NA,Stable ~ 2.2 kts,12,11,23,1,0,0,0,0,0,0,86,43,0.4782608695652174,0.5824255628177197
2020,2020,21,GP249A1,-62.0592,48.12801,NA,Accroche et force ~ 2.2 kts,5,0,5,4,4,0,0,0,0,0,58,2,0,0.35729029836742365
2020,2020,21,GP261F,-61.8911,48.04529,NA,Stable ~ 2.1 kts,17,88,105,0,32,0,0,0,0,0,0,0,0.8380952380952381,0.3580371889818319
2020,2020,21,GP257F,-61.913,47.98564,NA,Stable ~ 2.1 kts,44,148,192,0,33,0,0,0,0,0,0,0,0.7708333333333334,0.25031111111111093
2020,2020,21,GP278F,-61.6721,47.95013,NA,Stable ~ 2.1 kts,51,0,51,2,1,0,0,0,0,0,43,35,0,0.6740128558310376
2020,2020,21,GP290F,-61.4617,48.03853,NA,Stable ~ 2.1 kts,14,23,37,3,13,0,0,0,0,0,0,74,0.6216216216216216,0.5645731291462583
2020,2020,21,GP287F,-61.4588,47.98632,NA,Stable ~ 2.2 kts,3,0,3,0,0,0,0,0,0,0,53,22,0,0.4572649572649572
2020,2020,21,GP303F,-61.3783,47.95467,NA,Accrochages ~ 2.1 kts,25,0,25,0,2,0,0,0,0,0,34,19,0,0.6646875000000001
2020,2020,21,GP300A1,-61.3027,47.90209,NA,Accroche et force ~ 2.2 kts,0,1,1,1,0,0,0,0,0,0,0,5,1,0.44897959183673464
2020,2020,22,GP253F,-61.9403,47.69896,NA,Stable ~ 2.2 kts,48,2,50,30,9,0,0,0,0,0,0,21,0.04,0.6758677685950414
2020,2020,22,GP242F,-61.9627,47.70641,NA,Stable ~ 2.2 kts,39,8,47,25,4,0,0,0,0,0,0,11,0.1702127659574468,0.6074778702602721
2020,2020,22,GP239F,-61.985,47.67357,NA,Stable ~ 2.1 kts,73,5,78,24,37,31,0,0,0,0,0,9,0.0641025641025641,0.716893979588652
2020,2020,22,GP224F,-62.2157,47.65038,NA,Stable ~ 2.1 kts,61,17,78,0,29,1,0,0,0,0,0,0,0.21794871794871795,0.4062071330589849
2020,2020,22,GP213F,-62.3877,47.63018,NA,Accrochages ~ 2.1 kts,72,22,94,0,36,0,0,0,0,0,0,0,0.23404255319148937,0.4004733727810652
2020,2020,22,GP205F,-62.4658,47.59934,NA,Stable ~ 2.1 kts,82,122,204,3,151,1,0,0,0,0,0,1,0.5980392156862745,0.5028703703703704
2020,2020,22,GP222F,-62.2738,47.55714,NA,Stable ~ 2.2 kts,55,77,132,2,47,4,0,0,0,0,0,1,0.5833333333333334,0.43189964157706084
2020,2020,22,GP211F,-62.3937,47.50713,NA,Stable ~ 2.1 kts,74,76,150,1,59,1,0,0,0,0,0,7,0.5066666666666667,0.4522346603821228
2020,2020,22,GP194F,-62.5805,47.48973,NA,Stable ~ 2.2 kts,98,176,274,2,128,4,0,0,0,0,0,23,0.6423357664233577,0.5046915122119282
2020,2020,22,GP199F,-62.5136,47.42885,NA,Stable ~ 2.1 kts,210,292,502,1,178,2,0,0,0,0,0,11,0.5816733067729084,0.4107292644237557
2020,2020,22,GP219F,-62.3642,47.38227,NA,Force ~ 2.2 kts,56,29,85,1,28,1,0,0,0,0,0,3,0.3411764705882353,0.42401608733122675
2020,2020,22,GP212F,-62.4495,47.31686,NA,Stable ~ 2.1 kts,55,123,178,2,140,12,0,0,0,0,0,3,0.6910112359550562,0.5416261973713522
2020,2020,22,GP196F,-62.5691,47.27666,NA,Stable ~ 2.1 kts,94,190,284,3,139,2,0,0,0,0,0,1,0.6690140845070423,0.45669171543297415
2020,2020,22,GP188F,-62.6314,47.25371,NA,Stable ~ 2.2 kts,112,407,519,4,324,1,0,0,0,0,0,2,0.7842003853564548,0.4818574394463667
2020,2020,23,GP234F,-62.2395,46.58448,NA,Stable ~ 2.1 kts,80,3,83,48,42,0,0,0,0,6,0,9,0.03614457831325301,0.6866794929832504
2020,2020,23,GP240F,-61.9611,46.62105,NA,Stable ~ 2.1 kts,45,0,45,19,52,0,0,0,0,0,64,23,0,0.7642505277973258
2020,2020,23,GP265F,-61.8403,46.5948,NA,Stable ~ 2.1 kts,50,0,50,28,19,0,0,0,0,0,252,28,0,0.5220328011876534
2020,2020,28,GP274F,-61.7049,46.61293,NA,Stable ~ 2.1 kts,92,28,120,0,59,2,0,0,0,0,29,58,0.23333333333333334,0.6924426375584762
2020,2020,28,GP268F,-61.7709,46.67975,NA,Stable ~ 2.2 kts,87,48,135,49,37,0,0,0,0,0,102,28,0.35555555555555557,0.7306596537365768
2020,2020,28,GP259F,-61.8857,46.68255,NA,Stable ~ 2.2 kts,17,1,18,41,10,2,0,0,0,0,46,24,0.05555555555555555,0.7585131532619084
2020,2020,28,GP248F,-61.9741,46.73333,NA,Accroche et force ~ 2.2 kts,190,197,387,28,523,0,0,0,0,0,73,6,0.5090439276485789,0.5847901311915722
2020,2020,28,GP263F,-61.864,46.7728,NA,Stable ~ 2.2 kts,54,88,142,67,231,0,0,0,0,0,83,14,0.6197183098591549,0.7048954637981197
2020,2020,28,GP245F,-61.9877,46.78892,NA,Accroche et force ~ 2.2 kts,33,62,95,16,97,0,0,0,0,0,41,5,0.6526315789473685,0.6838613677227354
2020,2020,28,GP233F,-62.2116,46.81178,NA,Force ~ 2.1 kts,121,123,244,43,254,0,0,0,0,0,0,3,0.5040983606557377,0.5745363862456747
2020,2020,28,GP226F,-62.2087,46.70695,NA,Accroche et force ~ 2.2 kts,25,1,26,5,86,0,0,0,0,0,57,8,0.038461538461538464,0.6555367709213863
2020,2020,28,GP220F,-62.2967,46.73507,NA,Force ~ 2.1 kts,112,25,137,8,121,7,0,0,0,0,14,9,0.18248175182481752,0.6142257121986852
2020,2020,28,GP214F,-62.373,46.6391,NA,Stable ~ 2.1 kts,59,29,88,4,176,42,0,0,0,0,0,0,0.32954545454545453,0.5785639958376692
2020,2020,28,GP192F,-62.536,46.61463,NA,Accroche et force ~ 2.1 kts,25,0,25,66,42,10,0,0,0,0,0,16,0,0.7191171235315059
2020,2020,28,GP197F,-62.575,46.66236,NA,Stable ~ 2.1 kts,69,0,69,49,90,28,0,0,0,0,0,17,0,0.7448015122873346
2020,2020,28,GP189F,-62.6785,46.57961,NA,Accroche et force ~ 2.1 kts,1,0,1,47,2,2,0,0,0,0,0,0,0,0.1797337278106509
2020,2020,29,GP174F,-62.786,46.66551,NA,Accroche et force ~ 2.2 kts,20,0,20,26,53,22,0,0,0,0,0,6,0,0.7268894537789076
2020,2020,29,GP162F,-62.8448,46.60601,NA,Stable ~ 2.1 kts,153,5,158,5,147,19,0,0,0,0,0,7,0.03164556962025317,0.5836167800453516
2020,2020,29,GP154F,-63.0655,46.6018,NA,Stable ~ 2.1 kts,65,61,126,11,128,13,0,0,0,1,0,10,0.48412698412698413,0.6090683780127153
2020,2020,29,GP133F,-63.165,46.62038,NA,Stable ~ 2.1 kts,85,3,88,5,73,71,0,0,0,0,0,3,0.03409090909090909,0.6849305555555556
2020,2020,29,GP141F,-63.1165,46.6754,NA,Stable ~ 2.1 kts,75,3,78,9,172,20,0,0,0,0,0,3,0.038461538461538464,0.5453196519289774
2020,2020,29,GP170F,-62.8759,46.70551,NA,Stable ~ 2.1 kts,79,49,128,44,206,55,0,0,0,0,0,1,0.3828125,0.6613752681093249
2020,2020,29,GP159F,-62.8354,46.83412,NA,Stable ~ 2.1 kts,231,77,308,11,124,8,0,0,0,0,0,5,0.25,0.4688269467528471
2020,2020,29,GP184F,-62.69,46.81983,NA,Stable ~ 2.1 kts,155,31,186,4,247,9,0,0,0,0,0,7,0.16666666666666666,0.5333976579974562
2020,2020,29,GP202A2,-62.4965,46.80111,NA,Accrochages ~ 2.1 kts,124,66,190,2,258,1,0,0,0,0,0,15,0.3473684210526316,0.5261747315294074
2020,2020,29,GP206F,-62.4378,46.88154,NA,Stable ~ 2.2 kts,244,204,448,1,464,1,0,0,0,0,3,9,0.45535714285714285,0.5147479346360715
2020,2020,29,GP215F,-62.3356,46.94371,NA,Accrochages ~ 2.1 kts,191,12,203,8,152,0,0,0,0,0,6,11,0.059113300492610835,0.5530886426592797
2020,2020,30,GP198F,-62.5852,46.9665,NA,Force ~ 2.1 kts,47,69,116,2,107,0,0,0,0,0,0,11,0.5948275862068966,0.550596093076702
2020,2020,30,GP179F,-62.6877,47.01311,NA,Stable ~ 2.2 kts,79,388,467,1,409,0,0,0,0,0,0,2,0.8308351177730193,0.5012237248605755
2020,2020,30,GP176F,-62.7722,46.98938,NA,Stable ~ 2.1 kts,185,322,507,3,536,5,0,0,0,0,0,0,0.6351084812623274,0.5071713677608476
2020,2020,30,GP158F,-62.9195,46.94184,NA,Stable ~ 2.1 kts,90,268,358,8,322,11,0,0,0,0,0,6,0.7486033519553073,0.5330838489009608
2020,2020,30,GP149F,-63.0144,46.92392,NA,Stable ~ 2.1 kts,127,193,320,2,723,0,0,0,0,0,0,2,0.603125,0.42972827261954616
2020,2020,30,GP147F,-63.0223,46.88258,NA,Accroche et force ~ 2.1 kts,85,93,178,3,363,0,0,0,0,0,0,19,0.5224719101123596,0.48315765895087537
2020,2020,30,GP123F,-63.2852,46.82898,NA,Accrochages ~ 2.1 kts,80,50,130,16,90,34,0,0,0,0,0,5,0.38461538461538464,0.6504198347107438
2020,2020,30,GP128A1,-63.2138,46.74714,NA,Force ~ 2.2 kts,28,0,28,38,25,13,0,0,0,0,0,12,0,0.7647146254458977
2020,2020,30,GP099F,-63.4165,46.79177,NA,Stable ~ 2.1 kts,55,1,56,10,61,57,0,0,0,0,0,9,0.017857142857142856,0.7238315122553626
2020,2020,30,GP094F,-63.4996,46.7853,NA,Stable ~ 2.1 kts,61,1,62,44,41,76,0,0,0,0,0,3,0.016129032258064516,0.7406609758007674
2020,2020,31,GP077A1,-63.656,46.8967,NA,Stable ~ 2.1 kts,25,4,29,513,3,71,0,0,0,0,0,1,0.13793103448275862,0.29322622928427144
2020,2020,31,GP084F,-63.5845,46.92349,NA,Stable ~ 2.1 kts,99,29,128,3,140,43,0,0,0,0,0,0,0.2265625,0.6161913262201306
2020,2020,31,GP113F,-63.3207,46.91119,NA,Stable ~ 2.1 kts,100,130,230,18,204,22,0,0,0,0,0,7,0.5652173913043478,0.5877740846555815
2020,2020,31,GP127F,-63.2,46.95764,NA,Stable ~ 2.1 kts,202,84,286,11,302,66,0,0,0,0,0,12,0.2937062937062937,0.6124596087090277
2020,2020,31,GP125F,-63.2881,47.0087,NA,Accroche et force ~ 2.1 kts,101,79,180,32,273,2,0,0,0,0,0,8,0.4388888888888889,0.55914294459749
2020,2020,31,GP106F,-63.3209,47.08131,NA,Stable ~ 2.1 kts,121,111,232,15,266,32,0,0,0,0,0,4,0.47844827586206895,0.5824665478880295
2020,2020,31,GP080A2,-63.4808,47.18741,NA,Accroche et force ~ 2.2 kts,5,2,7,4,18,7,0,0,0,0,1,0,0.2857142857142857,0.6793279766252739
2020,2020,31,GP088F,-63.5582,47.10705,NA,Accroche et force ~ 2.1 kts,40,28,68,36,123,6,0,0,0,0,0,6,0.4117647058823529,0.6302410672082073
2020,2020,31,GP068F,-63.7025,47.09295,NA,Stable ~ 2.2 kts,81,56,137,56,173,36,0,0,0,0,0,11,0.40875912408759124,0.687803762700139
2020,2020,31,GP076F,-63.6428,47.23565,NA,Stable ~ 2.1 kts,148,213,361,5,118,3,0,0,0,0,0,0,0.590027700831025,0.39166164212017585
2020,2020,31,GP061F,-63.7643,47.19472,NA,Stable ~ 2.2 kts,240,109,349,20,191,13,0,0,0,0,0,29,0.3123209169054441,0.5593536495182172
2020,2020,1,GP049A1,-63.8472,47.14437,NA,Accroche et force ~ 2.2 kts,8,0,8,2,5,16,0,0,0,0,0,6,0,0.718772826880935
2020,2020,1,GP026F,-64.1884,47.08826,NA,Accrochages ~ 2.1 kts,8,6,14,7,14,66,0,0,0,0,0,2,0.42857142857142855,0.5474597040248845
2020,2020,1,GP024F,-64.2464,47.18946,NA,Stable ~ 2.1 kts,39,14,53,1,16,4,0,0,0,0,0,2,0.2641509433962264,0.4657202216066483
2020,2020,1,GP036F,-64.0984,47.22769,NA,Stable ~ 2.1 kts,6,3,9,1,6,12,0,0,0,0,0,6,0.3333333333333333,0.7422145328719723
2020,2020,1,GP046F,-63.9497,47.33456,NA,Stable ~ 2.1 kts,50,15,65,4,31,87,0,0,0,0,0,8,0.23076923076923078,0.6624589086127548
2020,2020,1,GP067F,-63.8043,47.36798,NA,Stable ~ 2.2 kts,110,104,214,1,29,1,0,0,0,0,12,3,0.48598130841121495,0.3078106508875741
2020,2020,1,GP091A1,-63.5989,47.47872,NA,Force a cause de vase ~ 2.2 kts,217,150,367,0,52,0,0,0,0,0,0,0,0.4087193460490463,0.21740591589248193
2020,2020,1,GP066A1,-63.7865,47.47042,NA,Force a cause de vase ~ 2.1 kts,287,173,460,2,202,0,0,0,0,0,0,12,0.3760869565217391,0.44734077938447525
2020,2020,1,GP048F,-63.8327,47.44501,NA,Stable ~ 2.2 kts,205,263,468,8,102,0,0,0,0,0,0,2,0.561965811965812,0.3177883472057076
2020,2020,2,GP050F,-63.8997,47.48666,NA,Stable ~ 2.1 kts,449,240,689,2,178,0,0,0,0,0,0,1,0.3483309143686502,0.3309420002642358
2020,2020,2,GP044F,-64.088,47.41144,NA,Accroche et force ~ 2.2 kts,9,0,9,1,11,1,0,0,0,0,0,3,0,0.6592
2020,2020,2,GP025F,-64.1904,47.31242,NA,Stable ~ 2.2 kts,39,46,85,3,8,1,0,0,0,1,0,2,0.5411764705882353,0.26960000000000006
2020,2020,2,GP016F,-64.4409,47.3006,NA,Stable ~ 2.2 kts,75,15,90,0,59,115,0,0,0,0,0,0,0.16666666666666666,0.6440828741965106
2020,2020,2,GP023F,-64.2866,47.35605,NA,Force a cause de vase ~ 2.2 kts,33,45,78,1,46,1,0,0,0,0,0,0,0.5769230769230769,0.48337112622826905
2020,2020,2,GP019F,-64.3465,47.43354,NA,Force a cause de vase ~ 2.2 kts,55,16,71,1,45,0,0,0,0,0,0,0,0.22535211267605634,0.48374607348966325
2020,2020,2,GP018F,-64.3944,47.50004,NA,Stable ~ 2.2 kts,96,60,156,2,60,58,0,0,0,0,0,0,0.38461538461538464,0.589056920814955
2020,2020,2,GP028F,-64.1818,47.54168,NA,Force a cause de vase ~ 2.1 kts,50,33,83,1,43,0,0,0,0,0,0,0,0.39759036144578314,0.4581809163618328
2020,2020,2,GP032F,-64.1336,47.55026,NA,Force a cause de vase ~ 2.2 kts,18,114,132,0,59,0,0,0,0,0,0,0,0.8636363636363636,0.4269619802088759
2020,2020,2,GP022F,-64.1595,47.65753,NA,Force a cause de vase ~ 2.2 kts,10,79,89,4,66,0,0,0,0,0,0,0,0.8876404494382022,0.5137455005735533
2020,2020,2,GP030F,-64.1572,47.69652,NA,Force a cause de vase ~ 2.2 kts,25,66,91,1,112,0,0,0,0,0,0,0,0.7252747252747253,0.4995674740484428
2020,2020,2,GP040F,-64.0956,47.6797,NA,Force a cause de vase ~ 2.2 kts,23,35,58,4,183,0,0,0,0,0,0,0,0.603448275862069,0.3857725947521866
2020,2020,2,GP042F,-64.0078,47.76087,NA,Force a cause de vase ~ 2.2 kts,43,4,47,3,129,0,0,0,0,0,0,0,0.0851063829787234,0.4114103804500484
2020,2020,2,GP041F,-64.0178,47.82312,NA,Force a cause de vase ~ 2.1 kts,179,419,598,66,183,0,0,0,0,0,0,78,0.7006688963210702,0.5307138056975895
2020,2020,3,GP015F,-64.467,48.11732,NA,Accrochages ~ 2.1 kts,38,35,73,0,7,0,0,0,0,0,2,6,0.4794520547945205,0.30036157024793375
2020,2020,3,GP012F,-64.7728,48.06524,NA,Force a cause de vase ~ 2.2 kts,36,7,43,1,31,0,0,0,0,0,0,0,0.16279069767441862,0.5002666666666666
2020,2020,3,GP010F,-64.9889,48.04228,NA,Force a cause de vase ~ 2.2 kts,152,236,388,67,122,0,0,0,0,0,0,43,0.6082474226804123,0.5531581685744016
